iter	MultiClass
118	0.5254658253
119	0.5254545888
120	0.5254410771
121	0.5253450123
122	0.5252323974
123	0.5251444544
124	0.5250289373
125	0.5249098553
126	0.5247912605
127	0.5246337916
128	0.524478494
129	0.5244025008
130	0.5242869461
131	0.5242481775
132	0.5240763785
133	0.5240763453
134	0.5240657638
135	0.5239458162
136	0.5237764132
137	0.5235204226
138	0.5232986783
139	0.5231805802
140	0.5230918754
141	0.5230025379
142	0.522866087
143	0.5226950994
144	0.5225975051
145	0.5224661378
146	0.5223543959
147	0.5222276263
148	0.5221772799
149	0.5219583538
150	0.5217957987
151	0.5217200123
152	0.5216255605
153	0.521616545
154	0.5214568928
155	0.5212689999
156	0.5212018049
157	0.5211242266
158	0.5209879381
159	0.5208003347
160	0.5207929659
161	0.5207823933
162	0.520720242
163	0.5206108405
164	0.5205772151
165	0.5205344967
166	0.5202826129
167	0.5202020491
168	0.5200987541
169	0.5199945206
170	0.5199339664
171	0.5198315484
172	0.5196075885
173	0.519503622
174	0.5194578589
175	0.5193179206
176	0.5193121274
177	0.5191588256
178	0.5189542886
179	0.5188564537
180	0.5188559142
181	0.5188323387
182	0.5187379588
183	0.5185868466
184	0.518475002
185	0.5183694047
186	0.5181994904
187	0.518100831
188	0.5179365031
189	0.5178516371
190	0.5178395042
191	0.51782308
192	0.5177806929
193	0.5176543509
194	0.5175374221
195	0.5173872571
196	0.5173385438
197	0.5172272149
198	0.517147825
199	0.5169878287
200	0.516820185
201	0.5167719103
202	0.5166887916
203	0.5165439735
204	0.5165423589
205	0.5165037712
206	0.516434037
207	0.5163777288
208	0.5162547199
209	0.516251588
210	0.5161581471
211	0.5160971601
212	0.5160043917
213	0.5159820858
214	0.5159536655
215	0.5159161382
216	0.5158600028
217	0.5157546202
218	0.5156479969
219	0.5154811448
220	0.5154533305
221	0.5153447851
222	0.5152952855
223	0.5152383113
224	0.5150797071
225	0.5150111575
226	0.5149430887
227	0.5148207903
228	0.5148033763
229	0.5147095397
230	0.5146819597
231	0.5146671918
232	0.5146377298
233	0.5146034567
234	0.5145693798
235	0.5143974374
236	0.5143697235
237	0.5143063146
238	0.5142925253
239	0.5141359254
240	0.5140165557
241	0.5139658998
242	0.5139384504
243	0.5139173668
244	0.5138636189
245	0.5137878615
246	0.5137759045
247	0.5136462927
248	0.5136090095
249	0.5134988588
250	0.5134649621
251	0.5134572808
252	0.5134410606
253	0.5133422784
254	0.5133050939
255	0.5132256316
256	0.5131800664
257	0.5130255266
258	0.5129373753
259	0.5129043432
260	0.5128862829
261	0.5128383325
262	0.5128200632
263	0.5128084071
264	0.512788347
265	0.5126304157
266	0.5125691044
267	0.5125531672
268	0.5125373434
269	0.512528697
270	0.512488585
271	0.5123976086
272	0.5123423672
273	0.5122915167
274	0.51219225
275	0.5121552309
276	0.5120685732
277	0.5120054393
278	0.5119816403
279	0.5119153278
280	0.5118848616
281	0.5118703049
282	0.5118631944
283	0.5118308021
284	0.5118048429
285	0.5117312423
286	0.5117279282
287	0.5116989914
288	0.5116285782
289	0.5116206853
290	0.511613916
291	0.5115368819
292	0.5114976846
293	0.5113898888
294	0.5113898886
295	0.5112935657
296	0.5112745641
297	0.511250475
298	0.5112481246
299	0.5111732529
300	0.5111272065
301	0.5110981961
302	0.5110295711
303	0.5110199063
304	0.51092968
305	0.5109261462
306	0.5108877753
307	0.5108673724
308	0.5107712753
309	0.5107411994
310	0.5107140207
311	0.5106462453
312	0.5106045915
313	0.5105830733
314	0.5105545627
315	0.5105367888
316	0.5104962959
317	0.510491868
318	0.5104793708
319	0.5104777478
320	0.5103880961
321	0.510355751
322	0.510334773
323	0.5102825444
324	0.5101830291
325	0.5101017278
326	0.5100645525
327	0.5099637262
328	0.5099441792
329	0.5098653821
330	0.5098240367
331	0.5097917798
332	0.5097885578
333	0.509680984
334	0.5096517153
335	0.5096378375
336	0.5096378371
337	0.5096362399
338	0.5096162506
339	0.5096094138
340	0.5095714493
341	0.5095483823
342	0.5095166314
343	0.5094669077
344	0.5094233976
345	0.5094135796
346	0.5093843684
347	0.5093481295
348	0.5093390013
349	0.5092933654
350	0.5092775715
351	0.5091921013
352	0.5091403967
353	0.5091020909
354	0.5090778975
355	0.5090675464
356	0.5090268526
357	0.5089725582
358	0.5089394081
359	0.5089365237
360	0.508933588
361	0.5089148243
362	0.508888913
363	0.5088693633
364	0.5088403963
365	0.5088031082
366	0.5087912623
367	0.508768286
368	0.5087191086
369	0.5087101442
370	0.5086923634
371	0.5086460771
372	0.5086159943
373	0.508572475
374	0.5085377853
375	0.5084778421
376	0.5084763141
377	0.5084551529
378	0.5083859424
379	0.5083646486
380	0.5083071482
381	0.508208165
382	0.5081035418
383	0.5080147163
384	0.5080080578
385	0.5079587452
386	0.5079347909
387	0.5078656582
388	0.5078117747
389	0.5077953655
390	0.5077727461
391	0.5077071442
392	0.5077025326
393	0.5076866527
394	0.5076430557
395	0.507602902
396	0.5075722119
397	0.5075339499
398	0.5074971711
399	0.5074829286
400	0.5073825951
401	0.5072973161
402	0.5072830615
403	0.5072258944
404	0.5071094123
405	0.5071000382
406	0.507075707
407	0.507041189
408	0.5070144175
409	0.5069820011
410	0.5069565536
411	0.5069454615
412	0.5069076971
413	0.5067794447
414	0.5067193744
415	0.5066980774
416	0.5066756265
417	0.5066579897
418	0.5066243781
419	0.5066113134
420	0.5065159995
421	0.5064851268
422	0.5064743567
423	0.506396021
424	0.5063622149
425	0.5063052202
426	0.5062809151
427	0.5062488251
428	0.5062187007
429	0.5061581088
430	0.5061472997
431	0.5061440724
432	0.5061355933
433	0.5060956347
434	0.5060757213
435	0.5060675288
436	0.5060168336
437	0.5059095814
438	0.5059082207
439	0.5058756608
440	0.5057965122
441	0.505772435
442	0.5057400195
443	0.5057371972
444	0.5057027002
445	0.5056903005
446	0.5056226148
447	0.5055951118
448	0.5055640612
449	0.5055428665
450	0.5055191641
451	0.5055006422
452	0.5054754034
453	0.5054478849
454	0.505431089
455	0.5054246711
456	0.5053563116
457	0.5052907761
458	0.5052804845
459	0.5052316608
460	0.5051930491
461	0.5051262973
462	0.5051030973
463	0.5050744418
464	0.5049980013
465	0.504991432
466	0.50497944
467	0.5049710745
468	0.5049333992
469	0.5049327008
470	0.5049101798
471	0.5048980805
472	0.5048894742
473	0.5048705337
474	0.5048093925
475	0.5047854145
476	0.5047649601
477	0.5047294106
478	0.5046873133
479	0.5045854468
480	0.504555012
481	0.5045425751
482	0.5045050729
483	0.5044707535
484	0.504389842
485	0.5043460621
486	0.504338367
487	0.5043052571
488	0.5042516129
489	0.5042327536
490	0.5042157435
491	0.5042105864
492	0.5041856347
493	0.5041164373
494	0.5040130392
495	0.5040088521
496	0.5039789975
497	0.5039250187
498	0.5039058995
499	0.5038964929
500	0.5038850076
501	0.5038832192
502	0.5038816238
503	0.503865417
504	0.5038427091
505	0.5038357334
506	0.503787288
507	0.5037476648
508	0.5036405592
509	0.5036020796
510	0.5035333753
511	0.5035038923
512	0.5034384291
513	0.5034169169
514	0.5034155834
515	0.5033680138
516	0.5033430787
517	0.5032910994
518	0.5032553086
519	0.5032390672
520	0.503213993
521	0.5031617821
522	0.5030883429
523	0.5030717369
524	0.5029150252
525	0.502855648
526	0.5028190908
527	0.5028162408
528	0.5027349799
529	0.5026656209
530	0.502657852
531	0.5026308114
532	0.5025985072
533	0.5025466045
534	0.5024774438
535	0.502465128
536	0.5024121985
537	0.5023591914
538	0.5023418993
539	0.5023410006
540	0.5023372744
541	0.5023181721
542	0.5022929705
543	0.5022842992
544	0.502251906
545	0.5022018329
546	0.5021353117
547	0.5020916897
548	0.5020869907
549	0.5020759912
550	0.502030339
551	0.5019164276
552	0.5018974521
553	0.5018784136
554	0.5018286358
555	0.5017855532
556	0.5017614201
557	0.5017288381
558	0.5017143177
559	0.501658175
560	0.5016391526
561	0.501623854
562	0.5016217009
563	0.5016046261
564	0.5015867557
565	0.5015834043
566	0.5015788704
567	0.5015648263
568	0.5015015111
569	0.5014501266
570	0.5014251083
571	0.5014043336
572	0.5013204149
573	0.5012860773
574	0.5012515129
575	0.5012461182
576	0.5012128081
577	0.5012029391
578	0.5011832772
579	0.5011687971
580	0.5010668629
581	0.5010513682
582	0.5010334566
583	0.5010111861
584	0.5009819822
585	0.5009758175
586	0.5008928254
587	0.5008803767
588	0.5008669153
589	0.5008347262
590	0.5008346974
591	0.5008336837
592	0.5008328069
593	0.5008255555
594	0.5008077526
595	0.5008056138
596	0.5007752898
597	0.500748269
598	0.5007465532
599	0.5007214924
600	0.5007171749
601	0.5007089984
602	0.5006846324
603	0.5006810796
604	0.5006176516
605	0.5005851345
606	0.500550261
607	0.5005458901
608	0.5005044854
609	0.5004885554
610	0.500457132
611	0.5004553367
612	0.5004080532
613	0.5003671157
614	0.5003669076
615	0.5003113175
616	0.5003050806
617	0.500251318
618	0.5002466284
619	0.5002377398
620	0.5002361894
621	0.5002256495
622	0.5002216016
623	0.5002129952
624	0.5002074873
625	0.5001769738
626	0.500140242
627	0.5001274193
628	0.5001258864
629	0.500090498
630	0.5000055539
631	0.4998910269
632	0.4997711088
633	0.4997708443
634	0.4997701346
635	0.4997593522
636	0.4997342668
637	0.4997028929
638	0.4996635586
639	0.4996435347
640	0.4996040258
641	0.4995933642
642	0.4995710054
643	0.4995574118
644	0.4995516302
645	0.4993868771
646	0.4993688935
647	0.4993506001
648	0.4993506
649	0.4993444565
650	0.4993384809
651	0.4993224259
652	0.4992945638
653	0.4992460036
654	0.4992328839
655	0.4992212091
656	0.4992130468
657	0.4992010309
658	0.4991742323
659	0.4991686054
660	0.4991672777
661	0.4991624659
662	0.4991514614
663	0.4991442424
664	0.4991385443
665	0.4990995822
666	0.4990372105
667	0.4990331705
668	0.4990301361
669	0.4990285309
670	0.4989831878
671	0.4989521148
672	0.4989167709
673	0.4988824808
674	0.4988790768
675	0.4988582071
676	0.4988389239
677	0.4987901477
678	0.4987101457
679	0.4986886908
680	0.4986591378
681	0.4986492034
682	0.4986472021
683	0.4986084439
684	0.4985968026
685	0.4985865719
686	0.4985741753
687	0.4984684078
688	0.498428331
689	0.4984143241
690	0.4983503517
691	0.498318375
692	0.4982581227
693	0.4982534669
694	0.4982450609
695	0.4982066819
696	0.4982051463
697	0.4981698776
698	0.498120158
699	0.4981130381
700	0.4980842988
701	0.4980560422
702	0.498052922
703	0.4979712859
704	0.4979712063
705	0.4979464042
706	0.49784268
707	0.4978273813
708	0.4978009568
709	0.4977707472
710	0.4977657351
711	0.4977457684
712	0.4977372275
713	0.4976826055
714	0.4976662041
715	0.4976195869
716	0.4976189266
717	0.49760549
718	0.4975967395
719	0.4975920935
720	0.4975584894
721	0.4975466031
722	0.4975294665
723	0.497522793
724	0.4975215247
725	0.4975204157
726	0.4974643379
727	0.4974147139
728	0.4974131925
729	0.4973676384
730	0.4973544007
731	0.497316629
732	0.4973091505
733	0.4972481017
734	0.4972272769
735	0.4972233924
736	0.4972091975
737	0.4971111242
738	0.4970691047
739	0.4970457
740	0.4970057067
741	0.4969925294
742	0.4969891966
743	0.4969842993
744	0.4969673216
745	0.4969586755
746	0.4969403858
747	0.4969206051
748	0.4968826913
749	0.4968509724
750	0.4967834872
751	0.4967747297
752	0.4967604477
753	0.4966472239
754	0.4966307149
755	0.4965922351
756	0.496555315
757	0.4964816255
758	0.4964764308
759	0.496411127
760	0.4963793224
761	0.4963308211
762	0.496288568
763	0.4962463585
764	0.4962327804
765	0.4962208703
766	0.4961773386
767	0.4961690174
768	0.4961605154
769	0.4961505038
770	0.4961449344
771	0.4961111067
772	0.4960664919
773	0.4960362225
774	0.4960344407
775	0.4959143023
776	0.4958909049
777	0.4958867209
778	0.4958026138
779	0.495788775
780	0.4957180916
781	0.4957111667
782	0.4957040861
783	0.4956518875
784	0.4956476922
785	0.4956418482
786	0.4956135165
787	0.4956113277
788	0.4956095383
789	0.4955829264
790	0.4955784801
791	0.4955737115
792	0.4955309552
793	0.4955016996
794	0.49544812
795	0.4954344854
796	0.4953470975
797	0.4953260432
798	0.4952988338
799	0.4952927412
800	0.4952738784
801	0.4952712924
802	0.4951974136
803	0.4951574455
804	0.4951326618
805	0.4951251067
806	0.4951157262
807	0.4950891518
808	0.4950845897
809	0.4950785043
810	0.4950729784
811	0.4950265606
812	0.4949600091
813	0.494945
814	0.4949409427
815	0.4949085493
816	0.4948611108
817	0.494854616
818	0.4948146578
819	0.4948021732
820	0.4947756409
821	0.4947614923
822	0.4947542298
823	0.4947453933
824	0.4947165768
825	0.4947089478
826	0.4946519091
827	0.4946051965
828	0.494604771
829	0.4945952065
830	0.4945760727
831	0.4945749602
832	0.4945690657
833	0.4945621916
834	0.4945499727
835	0.4945433571
836	0.4945143806
837	0.494502412
838	0.494498066
839	0.4944487029
840	0.4944486532
841	0.494427358
842	0.4944149212
843	0.4943967948
844	0.4943909698
845	0.4943751309
846	0.4943518742
847	0.4943460796
848	0.4943353642
849	0.4943144026
850	0.4942932541
851	0.4942685295
852	0.4942545706
853	0.4942119206
854	0.4941817423
855	0.4941686631
856	0.4941660025
857	0.49416124
858	0.4941495328
859	0.4941410785
860	0.4941273656
861	0.4941268879
862	0.494118803
863	0.4940972136
864	0.4940966492
865	0.4940896934
866	0.4940726865
867	0.4940544913
868	0.4940019149
869	0.4939929796
870	0.4939265898
871	0.4939162528
872	0.4939091862
873	0.493862799
874	0.4938558539
875	0.4938547865
876	0.4938377712
877	0.493823208
878	0.4937982588
879	0.4937827101
880	0.4937769328
881	0.4937710174
882	0.4937638784
883	0.4937521489
884	0.4937289875
885	0.4936752074
886	0.4936665373
887	0.4936350456
888	0.4936302621
889	0.4936265532
890	0.4935940237
891	0.4935757321
892	0.4935568466
893	0.4935316979
894	0.4935019492
895	0.4934796907
896	0.4934556215
897	0.4933946355
898	0.4933839297
899	0.4933314233
900	0.4933205315
901	0.4932668409
902	0.4931855383
903	0.4931800341
904	0.4931600481
905	0.493144507
906	0.493131102
907	0.4931168038
908	0.4931064645
909	0.4931019943
910	0.4930917802
911	0.4930335409
912	0.4929770575
913	0.4929627104
914	0.4929533204
915	0.4928892899
916	0.4928538095
917	0.4928367162
918	0.4928322084
919	0.4928277424
920	0.4927804169
921	0.4927721997
922	0.4927335656
923	0.4927330136
924	0.4927189921
925	0.4926184766
926	0.4925224487
927	0.4925117202
928	0.4924309948
929	0.4924232937
930	0.4924191405
931	0.4924026293
932	0.4923696093
933	0.4923556609
934	0.4923328469
935	0.4922959009
936	0.4922285301
937	0.4922209204
938	0.4922199428
939	0.4921146573
940	0.4921072456
941	0.4921037642
942	0.492061944
943	0.4920365097
944	0.4919680181
945	0.4919660043
946	0.4919554521
947	0.4919349633
948	0.4919241215
949	0.4918663286
950	0.4918622977
951	0.4918544057
952	0.4918400777
953	0.4917717525
954	0.4917640889
955	0.4917469905
956	0.4917443871
957	0.4917442814
958	0.4917153338
959	0.491693741
960	0.4916562598
961	0.4916183718
962	0.4916173268
963	0.4916003249
964	0.4915857835
965	0.4915699814
966	0.4915233509
967	0.491494267
968	0.4914171275
969	0.4913664601
970	0.4913323745
971	0.4912975532
972	0.4912894855
973	0.4912077527
974	0.4912077527
975	0.4911944095
976	0.4911612005
977	0.4910909064
978	0.4910755129
979	0.4910285772
980	0.490988037
981	0.4909879711
982	0.4909575155
983	0.4909296743
984	0.4909272151
985	0.4909033335
986	0.4909015007
987	0.4908858857
988	0.4908681447
989	0.4908634609
990	0.4908467045
991	0.4908258523
992	0.4908237071
993	0.4907885481
994	0.4907545052
995	0.490735408
996	0.4906639009
997	0.4906633315
998	0.4906588462
999	0.4905732814
1000	0.4905676558
1001	0.4905140151
1002	0.4904988963
1003	0.4904942929
1004	0.4904918076
1005	0.490458415
1006	0.4904112458
1007	0.4903624872
1008	0.4903523056
1009	0.4903276775
1010	0.4903059547
1011	0.4902877357
1012	0.4902849077
1013	0.4902827832
1014	0.49027983
1015	0.4902670798
1016	0.49024749
1017	0.4902447946
1018	0.4902190567
1019	0.4902086438
1020	0.4901885048
1021	0.4901838784
1022	0.4901801679
1023	0.4901792329
1024	0.4901206543
1025	0.4900823853
1026	0.4900809988
1027	0.4900566835
1028	0.4900526795
1029	0.4900460921
1030	0.4900116122
1031	0.4899982271
1032	0.4899513221
1033	0.4899226133
1034	0.4899100097
1035	0.4898857652
1036	0.4898781712
1037	0.4898765783
1038	0.4898689326
1039	0.4898256744
1040	0.4898097494
1041	0.4898082651
1042	0.489787587
1043	0.4897868171
1044	0.4897480809
1045	0.4897404614
1046	0.4897223789
1047	0.4897199888
1048	0.489711089
1049	0.489704051
1050	0.489679694
1051	0.4896589174
1052	0.489654234
1053	0.489617605
1054	0.4895969948
1055	0.4895855557
1056	0.4894885553
1057	0.4894572228
1058	0.4894342897
1059	0.4894246004
1060	0.4893278791
1061	0.4893235686
1062	0.4892688407
1063	0.4892086751
1064	0.4891703444
1065	0.4891667551
1066	0.4891438849
1067	0.4890988481
1068	0.4890893475
1069	0.489083101
1070	0.4890828946
1071	0.4890793718
1072	0.4890588682
1073	0.4890119803
1074	0.4889656926
1075	0.4889313008
1076	0.4889241687
1077	0.4889039457
1078	0.4888746347
1079	0.4888668094
1080	0.4888628727
1081	0.4888562169
1082	0.4888439277
1083	0.4888428002
1084	0.4888396872
1085	0.4888334249
1086	0.488821493
1087	0.488818491
1088	0.4888074282
1089	0.4887692618
1090	0.4887557443
1091	0.4887292288
1092	0.4887286234
1093	0.4887182247
1094	0.4886582922
1095	0.4886068346
1096	0.4886026778
1097	0.4885923598
1098	0.4885887184
1099	0.4885828486
1100	0.4885367688
1101	0.4885348094
1102	0.4885307751
1103	0.488524328
1104	0.4885219648
1105	0.4885163886
1106	0.4884221951
1107	0.4883630288
1108	0.4883093314
1109	0.4882407684
1110	0.488206486
1111	0.488203918
1112	0.4882031888
1113	0.4881193451
1114	0.4880455632
1115	0.4880428957
1116	0.4880351929
1117	0.4880051908
1118	0.4879961405
1119	0.4879787857
1120	0.4879694286
1121	0.4879003615
1122	0.4878942841
1123	0.4878497835
1124	0.487842475
1125	0.487821698
1126	0.4878192798
1127	0.4877576084
1128	0.4877398111
1129	0.4877205795
1130	0.4876890206
1131	0.4876844023
1132	0.4876503844
1133	0.4876183946
1134	0.4875982079
1135	0.4875458035
1136	0.4875366321
1137	0.4875171047
1138	0.4875113328
1139	0.4875019446
1140	0.4874637312
1141	0.487462653
1142	0.4874399117
1143	0.4874078312
1144	0.4873983038
1145	0.4873760409
1146	0.4873703046
1147	0.4873035754
1148	0.4872966543
1149	0.487284323
1150	0.4872628978
1151	0.4872461703
1152	0.4872369227
1153	0.4872298219
1154	0.4871632569
1155	0.487128329
1156	0.4871273414
1157	0.4870851816
1158	0.4870851709
1159	0.4870521694
1160	0.4870512794
1161	0.4870496259
1162	0.4870441929
1163	0.4870400847
1164	0.4870400762
1165	0.4870366484
1166	0.487018974
1167	0.4870146125
1168	0.4869979947
1169	0.4869618055
1170	0.4869363293
1171	0.4869213286
1172	0.4868821879
1173	0.4868758688
1174	0.4868663401
1175	0.4868655606
1176	0.4868339036
1177	0.4868205381
1178	0.4868040208
1179	0.4867735006
1180	0.4867601291
1181	0.4866845893
1182	0.4866758797
1183	0.4866682164
1184	0.4866518552
1185	0.4866163968
1186	0.4866034926
1187	0.4865762306
1188	0.4865111927
1189	0.4864754168
1190	0.4864526239
1191	0.48642544
1192	0.4864142416
1193	0.4864040478
1194	0.4863912296
1195	0.4863145801
1196	0.4863027087
1197	0.4862682621
1198	0.4862510243
1199	0.4862042468
1200	0.4861797406
1201	0.486165398
1202	0.4861414358
1203	0.4860871452
1204	0.4860784974
1205	0.4860539148
1206	0.4860141984
1207	0.4859918789
1208	0.4859777057
1209	0.4859777056
1210	0.4859569041
1211	0.4859185538
1212	0.4859097579
1213	0.485900595
1214	0.4858921743
1215	0.4858434704
1216	0.4858075406
1217	0.4858046148
1218	0.4858014702
1219	0.4857998695
1220	0.4857719426
1221	0.4857563252
1222	0.4857108529
1223	0.4856993448
1224	0.4856844585
1225	0.4856798817
1226	0.4856732739
1227	0.4856646177
1228	0.4856597598
1229	0.4856508744
1230	0.4856351088
1231	0.4855953935
1232	0.4855614027
1233	0.4855555184
1234	0.4855407892
1235	0.4855020445
1236	0.485463029
1237	0.4854546125
1238	0.4854530108
1239	0.4854027249
1240	0.4853874548
1241	0.4853573735
1242	0.4853364634
1243	0.48533592
1244	0.4853357709
1245	0.4853197708
1246	0.4853068133
1247	0.4852716252
1248	0.4852684486
1249	0.4852578524
1250	0.4852414691
1251	0.4852374319
1252	0.4851745952
1253	0.4851404299
1254	0.4851376515
1255	0.4851354326
1256	0.4851217688
1257	0.4851144774
1258	0.4850903278
1259	0.4850655873
1260	0.4850652453
1261	0.4850084524
1262	0.4849930803
1263	0.4849897646
1264	0.4849491736
1265	0.4849420093
1266	0.4849068524
1267	0.4848910001
1268	0.4848754724
1269	0.4848371067
1270	0.4847923524
1271	0.4847374408
1272	0.4847228439
1273	0.4847205467
1274	0.484702724
1275	0.4846672908
1276	0.4846211309
1277	0.4845650407
1278	0.4845510798
1279	0.484549037
1280	0.4845471292
1281	0.4844759087
1282	0.4844759085
1283	0.4844392569
1284	0.4844178548
1285	0.4844173992
1286	0.4844025318
1287	0.4843971863
1288	0.4843628198
1289	0.484362792
1290	0.4843588606
1291	0.48431401
1292	0.484310452
1293	0.484304487
1294	0.4842702829
1295	0.4842699709
1296	0.4842631297
1297	0.4842611726
1298	0.4842368833
1299	0.4842284247
1300	0.4841858522
1301	0.4841550743
1302	0.4841460512
1303	0.4841258534
1304	0.4841214014
1305	0.4841158338
1306	0.4841038821
1307	0.4840983717
1308	0.4840815959
1309	0.4840684792
1310	0.4840344399
1311	0.4840330453
1312	0.4840081551
1313	0.4839950917
1314	0.4839699329
1315	0.4838785117
1316	0.4838750819
1317	0.4838608556
1318	0.4838418015
1319	0.4838125303
1320	0.4837442401
1321	0.4837413828
1322	0.4837213104
1323	0.483715088
1324	0.4837129169
1325	0.4837014774
1326	0.4837007623
1327	0.4836363912
1328	0.4836008148
1329	0.4835322831
1330	0.4834728827
1331	0.4834718252
1332	0.4834443869
1333	0.4834426131
1334	0.4833899921
1335	0.4833397272
1336	0.4833346985
1337	0.4833320796
1338	0.4833265881
1339	0.4832753158
1340	0.4832514573
1341	0.4832280902
1342	0.483206598
1343	0.483205293
1344	0.4831931308
1345	0.4831641322
1346	0.483163979
1347	0.4831508622
1348	0.4831346756
1349	0.4831213063
1350	0.4830859226
1351	0.4830742867
1352	0.4830517048
1353	0.4830500754
1354	0.4829940777
1355	0.4829887468
1356	0.4829761923
1357	0.4829627827
1358	0.4829517805
1359	0.4828828637
1360	0.4828805214
1361	0.4828790618
1362	0.4828719309
1363	0.4828448609
1364	0.4828448324
1365	0.48275481
1366	0.4827468534
1367	0.482740619
1368	0.4827344362
1369	0.4827341793
1370	0.482682003
1371	0.4826607302
1372	0.4826334504
1373	0.4826170898
1374	0.4825909987
1375	0.4825871618
1376	0.4825811807
1377	0.4825786737
1378	0.4825745319
1379	0.4825745311
1380	0.4825312383
1381	0.4825308494
1382	0.4825308493
1383	0.4825146988
1384	0.48250629
1385	0.482505638
1386	0.4824596879
1387	0.4824504785
1388	0.4824244175
1389	0.4823961198
1390	0.4823930351
1391	0.4823867245
1392	0.4823691803
1393	0.4823582448
1394	0.4823559972
1395	0.4823418262
1396	0.4823203679
1397	0.4823122223
1398	0.4823059777
1399	0.4822942476
1400	0.4822915334
1401	0.4822627465
1402	0.4822560804
1403	0.4821910789
1404	0.482190358
1405	0.4821612495
1406	0.482157932
1407	0.4821419778
1408	0.4821062901
1409	0.4820890358
1410	0.482065625
1411	0.4820608136
1412	0.4820451839
1413	0.4820344327
1414	0.4820315144
1415	0.4819836983
1416	0.4819740678
1417	0.4819616745
1418	0.4819238062
1419	0.4819052268
1420	0.4818977341
1421	0.4818920025
1422	0.4818730846
1423	0.4818593319
1424	0.4818310212
1425	0.4818259449
1426	0.4818221238
1427	0.481814618
1428	0.4817723403
1429	0.4817662306
1430	0.4817511673
1431	0.4817509563
1432	0.481732902
1433	0.4817191969
1434	0.481714596
1435	0.4816775056
1436	0.4816426191
1437	0.4816322998
1438	0.4816080935
1439	0.4815951851
1440	0.4815621259
1441	0.4815550922
1442	0.4815489443
1443	0.4815422455
1444	0.4815324312
1445	0.4814574798
1446	0.4814453858
1447	0.4814386589
1448	0.48142918
1449	0.4813926168
1450	0.4813448945
1451	0.481292769
1452	0.4812925533
1453	0.4812917611
1454	0.4812471666
1455	0.4811575836
1456	0.481146849
1457	0.481119826
1458	0.4811172031
1459	0.481113164
1460	0.4810878755
1461	0.4810460284
1462	0.480965563
1463	0.4809560432
1464	0.4809556918
1465	0.480943806
1466	0.4809409769
1467	0.4809357553
1468	0.4809288625
1469	0.4809113914
1470	0.4809064261
1471	0.4809017912
1472	0.4808901325
1473	0.4808899916
1474	0.4808808722
1475	0.480862984
1476	0.4808601196
1477	0.480832135
1478	0.4808168261
1479	0.480815679
1480	0.4807991385
1481	0.4807851636
1482	0.480779049
1483	0.4807726606
1484	0.480767823
1485	0.4807068944
1486	0.4806758737
1487	0.4806598365
1488	0.4806561175
1489	0.4806288704
1490	0.4806112581
1491	0.4805904161
1492	0.4805511318
1493	0.4805384287
1494	0.4805266276
1495	0.4805187515
1496	0.4804761299
1497	0.4804606724
1498	0.4804506612
1499	0.4804364955
1500	0.4803818638
1501	0.4803653228
1502	0.4803544523
1503	0.480351067
1504	0.4803494761
1505	0.4803322438
1506	0.480287525
1507	0.480266925
1508	0.4802664731
1509	0.4802655709
1510	0.4802539439
1511	0.4802366051
1512	0.4802088124
1513	0.4801639991
